team_size,rank_tier,min_rank,max_rank,is_win,day_of_week,date,server_region,player_goals,player_saves,player_shots,player_assists,player_score,player_boost_avg,player_boost_bpm,player_boost_bcpm,player_boost_percent_0_25,player_boost_percent_75_100,player_movement_avg_speed,player_movement_total_distance,player_movement_time_supersonic,player_movement_time_slow,player_positioning_avg_distance_to_ball,player_positioning_time_defensive,player_positioning_time_offensive,player_demos_inflicted,player_demos_taken,camera_fov,camera_height,camera_pitch,camera_distance,camera_stiffness,camera_swivel_speed,camera_transition_speed,games_already_played
3,18.0,18.0,18.0,1,Friday,NaN,USE,1,0,5,1,342,44.65,346,368.8905,36.670475,19.231785,1396,606481,46.09,260.4,2709,261.21,195.68,2,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,0,Friday,NaN,USE,0,0,0,0,32,60.05,375,426.96423,17.570332,40.358055,1533,160416,20.41,64.54,2957,90.39,27.7,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,17.0,18.0,0,Friday,NaN,USE,0,0,0,0,32,60.05,375,427.1205,17.504686,40.39543,1528,160449,20.41,64.52,2936,90.36,27.74,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,0,Friday,NaN,USE,0,0,0,0,32,60.37,375,427.55084,17.598433,40.2676,1535,160363,20.51,64.49,2966,90.35,27.68,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,0,Wednesday,NaN,USE,0,2,1,0,293,57.02,308,307.94952,23.812372,26.748362,1381,433783,41.71,186.97,2675,215.66,110.07,2,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,1,Wednesday,NaN,USE,3,1,2,0,586,48.39,415,424.38968,40.452194,23.033817,1445,366577,44.29,144.74,2619,160.53,104.49,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,0,Tuesday,NaN,USE,1,1,4,0,292,55.91,419,420.67307,25.163908,34.54701,1529,483862,65.98,161.06,2621,206.63,126.65,2,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Tuesday,NaN,USE,0,0,3,0,104,50.22,437,450.3054,29.791649,21.725145,1545,492882,84.2,162.21,2971,225.4,110.48,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,18.0,0,Tuesday,NaN,USE,2,3,2,0,578,53.32,354,354.7772,25.94539,26.879171,1407,561148,51.57,240.53,2531,263.69,157.79,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,19.0,1,Tuesday,NaN,USW,1,0,0,0,176,51.92,449,487.60733,26.486513,31.138157,1608,292349,52.47,92.39,3018,128.47,68.56,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,17.0,19.0,0,Tuesday,NaN,USW,0,0,2,0,66,49.28,461,480.73254,38.099598,22.189283,1587,286235,49.56,87.75,2393,107.95,81.3,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Tuesday,NaN,USE,1,4,2,0,487,46.99,394,420.70584,32.485584,20.768585,1502,725595,106.55,254.42,2782,333.93,172.61,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Tuesday,NaN,USE,1,4,2,0,487,46.99,394,420.9015,32.52054,20.831497,1504,725405,106.54,253.99,2785,333.72,172.39,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,17.0,19.0,0,Saturday,NaN,USE,0,1,2,1,226,43.9,439,432.98584,40.8703,17.83113,1584,499568,71.3,142.95,2724,179.5,150.67,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Friday,NaN,USE,1,2,5,0,413,47.05,420,434.97546,37.74211,23.977163,1576,716645,108.65,212.23,2547,289.78,180.29,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,17.0,17.0,1,Friday,NaN,USE,1,2,5,0,413,47.05,421,435.35977,37.654972,23.98068,1573,716649,108.22,211.9,2559,289.59,180.11,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,18.0,0,Friday,NaN,USE,1,2,4,0,359,56.03,307,329.6071,16.09678,27.019272,1483,480109,53.78,186.75,2688,214.48,127.75,2,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,17.0,17.0,0,Friday,NaN,USE,1,2,4,0,359,56.0,307,330.14484,16.096676,27.018127,1478,480053,53.91,186.53,2697,214.5,127.74,2,2,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Friday,NaN,USE,2,1,4,1,450,53.99,366,401.95956,26.29029,29.469763,1495,583397,61.92,230.64,2924,286.7,141.71,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,17.0,19.0,0,Friday,NaN,USE,2,1,4,1,450,53.99,366,402.1696,26.290405,29.503325,1497,583254,61.86,230.69,2921,286.44,141.7,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,1,Friday,NaN,USE,3,1,4,1,545,47.73,308,356.9229,30.91342,22.493183,1475,513210,37.53,206.44,2871,258.79,127.18,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Thursday,NaN,USE,0,4,3,1,482,53.69,269,318.28668,23.516726,33.212215,1389,566913,56.72,263.37,2684,303.61,126.75,2,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,19.0,1,Thursday,NaN,USE,1,0,2,0,220,46.94,299,321.5111,22.438484,27.117792,1362,394090,37.17,196.83,2875,177.14,128.31,2,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,1,Thursday,NaN,USE,3,3,4,0,687,53.21,326,326.74777,17.943607,25.957293,1320,379201,32.11,188.52,2491,205.64,99.15,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,NaN,NaN,1,Sunday,NaN,USE,0,1,0,0,132,46.31,371,372.0116,34.133625,23.63945,1423,470556,41.46,194.64,3015,246.53,90.62,0,0,95,120,-6,400,0.5,6.5,1.6,0
3,19.0,17.0,19.0,1,Wednesday,NaN,USE,3,4,4,2,794,49.72,248,288.97226,27.789352,20.974037,1341,439879,30.54,226.43,2705,215.7,141.14,1,2,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,17.0,19.0,0,Wednesday,NaN,USE,0,0,1,0,42,55.79,342,345.81357,22.901197,31.73065,1399,214675,25.44,94.11,2852,112.27,49.49,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Wednesday,NaN,USE,0,1,3,0,170,49.37,354,362.4889,28.50478,26.899195,1489,450571,57.32,159.69,2826,191.85,123.13,1,3,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Wednesday,NaN,USE,0,1,3,0,170,48.71,356,364.23608,28.5089,26.88359,1483,450566,57.43,159.46,2823,192.08,123.03,1,3,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,1,Wednesday,NaN,USE,4,4,4,0,903,48.12,348,368.4119,34.14367,29.605782,1457,318819,34.54,130.39,2982,140.68,94.91,2,2,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,1,Wednesday,NaN,USE,0,0,0,1,70,57.94,346,425.6665,13.244551,27.215494,1573,238891,34.59,82.36,3303,95.8,70.76,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,0,Wednesday,NaN,USW,0,0,0,0,8,43.73,331,370.2508,32.436825,27.295471,1561,114329,15.43,37.86,2580,64.6,18.11,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Wednesday,NaN,USW,0,1,1,0,205,60.62,381,410.32892,21.415138,36.58702,1500,477609,63.87,163.06,2568,243.05,84.02,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,0,Wednesday,NaN,USW,0,0,2,1,158,57.33,324,339.73468,18.1761,39.24843,1479,461506,41.67,187.53,2593,203.84,128.4,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,0,Wednesday,NaN,USE,1,3,3,1,490,48.45,334,336.39044,29.395054,20.444504,1451,529644,50.33,207.75,2765,276.0,114.63,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Tuesday,NaN,USE,1,1,2,1,334,40.92,314,338.17557,46.85231,15.291958,1412,476394,38.11,210.72,2611,243.92,126.15,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Monday,NaN,USW,2,2,2,0,477,48.94,327,352.86987,32.700382,27.47281,1439,481329,43.33,208.72,2450,272.27,85.86,1,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,19.0,1,Tuesday,NaN,USE,1,1,3,1,302,39.27,345,338.12244,41.715485,15.410509,1450,312975,26.44,124.94,3036,147.03,85.52,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,1,Monday,NaN,USE,3,3,4,2,842,47.56,376,427.36676,35.986122,17.98768,1417,497040,44.17,210.96,2576,260.84,115.15,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,1,Monday,NaN,USE,3,3,4,2,842,47.54,374,411.03296,35.86482,17.948578,1415,495528,44.54,211.56,2569,261.38,114.55,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,17.0,19.0,0,Sunday,NaN,USE,0,0,0,0,114,45.13,326,348.43372,34.551197,15.50532,1504,438284,54.93,160.24,2849,183.56,124.15,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Sunday,NaN,USE,0,0,0,0,0,34.05,414,359.447,39.89734,3.873075,1379,25943,2.92,14.32,3355,20.76,1.61,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Sunday,NaN,USE,0,3,2,1,458,42.17,320,320.25967,33.04921,14.6680975,1447,463115,42.65,190.14,2471,248.24,95.78,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Tuesday,NaN,USE,2,2,2,1,504,51.01,341,349.85794,24.277685,27.39295,1483,477605,57.72,185.51,2781,189.7,152.29,4,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Monday,NaN,USW,0,1,1,0,160,58.14,405,439.912,24.806763,35.049686,1557,517209,74.93,169.6,2822,231.56,116.5,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,0,Monday,NaN,USE,0,1,3,1,256,50.52,321,337.3166,27.11532,21.114262,1462,455419,44.34,191.68,2785,243.02,84.63,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Monday,NaN,USE,1,2,2,0,334,55.43,386,391.78763,16.468193,30.560705,1528,483566,58.76,174.99,2842,228.03,115.41,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,0,Monday,NaN,USE,0,0,2,0,126,50.0,318,308.66678,30.292707,25.968718,1444,461695,50.26,190.53,2794,189.04,146.31,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,0,Monday,NaN,USE,0,0,2,0,126,50.0,318,308.63815,30.306316,25.973303,1450,461699,50.31,190.63,2813,188.97,146.36,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Monday,NaN,USE,0,0,2,0,126,50.0,318,308.64767,30.302279,25.994177,1444,461694,50.54,190.56,2809,188.89,146.43,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Monday,NaN,USE,0,0,2,0,126,50.0,318,308.47614,30.308659,25.983715,1447,461704,50.31,190.35,2805,188.82,146.64,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,20.0,20.0,0,Monday,NaN,USE,0,1,1,0,84,56.56,299,330.475,9.63686,33.7378,1537,330918,39.0,116.16,2965,167.47,64.54,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,1,Friday,NaN,USE,1,2,4,0,323,64.28,312,335.6974,15.721397,45.240265,1465,474545,48.59,190.49,3076,207.47,137.13,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Friday,NaN,USE,2,3,3,0,487,55.26,375,369.79404,21.046494,22.75894,1482,475057,60.3,178.6,2800,231.64,104.78,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,17.0,19.0,0,Friday,NaN,USE,0,1,0,0,121,56.02,290,301.27783,24.762749,40.196236,1393,160183,14.35,83.99,2855,96.17,34.7,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Wednesday,NaN,USE,2,0,2,0,238,54.21,315,342.05896,27.297348,28.313019,1415,127803,11.18,63.48,2709,73.57,31.86,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,16.0,20.0,0,Wednesday,NaN,USE,1,2,1,1,390,49.3,252,287.62973,25.719355,21.115076,1369,623726,45.29,304.78,2935,304.52,181.19,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,1,Tuesday,NaN,USE,2,0,3,1,318,47.12,335,343.67935,27.384018,22.74468,1416,199532,19.57,96.46,3054,121.5,38.99,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Tuesday,NaN,USE,1,0,4,2,436,57.77,267,305.66547,11.629593,31.839806,1421,582186,37.99,262.51,2643,275.95,172.37,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,NaN,NaN,0,Thursday,NaN,USE,0,1,0,0,108,53.53,219,275.83884,26.436295,51.739605,1293,253630,12.36,143.55,3571,163.35,50.12,0,1,90,120,-6,400,0.5,6.5,1.6,0
3,NaN,19.0,20.0,0,Sunday,NaN,USE,0,0,2,0,68,57.83,255,296.49265,15.4928255,39.55151,1355,278420,19.83,128.88,2705,132.22,90.55,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,1,Sunday,NaN,USE,1,1,2,2,368,57.12,243,263.8767,19.141476,32.969463,1367,429693,35.34,206.02,2772,211.36,119.51,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Sunday,NaN,USE,1,1,4,1,376,51.49,329,346.8134,27.80182,25.115654,1506,691685,89.22,237.91,2839,292.08,189.35,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,19.0,1,Thursday,NaN,USE,0,2,1,2,336,39.69,353,360.13672,36.04229,15.013506,1522,499483,67.73,175.38,2879,214.77,136.04,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Thursday,NaN,USE,1,0,1,2,300,45.53,330,366.35077,32.66893,17.903297,1405,476116,47.8,220.63,2808,209.63,160.79,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Tuesday,NaN,USE,0,2,2,0,213,50.97,393,407.84097,35.67961,24.590076,1541,273310,40.47,89.6,2696,135.06,57.31,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,19.0,0,Sunday,NaN,USW,0,1,5,0,394,51.68,348,354.72482,25.512785,27.115816,1333,928955,59.91,424.24,2587,445.88,262.5,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,NaN,NaN,0,Sunday,NaN,USW,0,2,2,0,248,42.4,307,319.09644,41.289898,20.975733,1422,441444,37.23,179.48,2776,197.63,124.25,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Sunday,NaN,USW,0,1,3,2,392,52.18,309,318.55093,30.063892,22.858599,1361,743160,52.09,357.91,2993,391.12,186.53,2,2,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Saturday,NaN,USE,1,0,1,0,238,56.15,252,259.12988,22.617477,32.95809,1365,416378,21.83,190.44,3026,190.79,123.87,0,2,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,17.0,19.0,0,Saturday,NaN,USW,1,2,3,0,434,54.08,312,327.02637,22.161663,25.641262,1340,418451,27.31,199.51,2788,240.45,93.85,0,2,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Saturday,NaN,USE,2,2,4,0,516,49.72,331,363.9302,28.91128,31.546625,1487,470782,51.64,183.58,3075,230.07,112.26,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Thursday,NaN,USW,2,0,7,0,440,48.37,289,315.12277,34.275726,21.519995,1418,530213,43.54,240.88,2595,211.44,192.53,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Thursday,NaN,USE,3,1,6,1,595,50.26,290,298.3881,24.300695,26.477627,1443,463991,40.12,187.4,2931,231.01,111.0,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Sunday,NaN,USE,0,1,2,0,184,52.87,313,334.4762,24.068748,26.353125,1395,434442,38.94,189.24,2852,223.99,99.66,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Sunday,NaN,USE,0,1,2,0,184,52.87,312,334.37003,24.069218,26.436785,1395,434448,39.11,189.19,2859,224.08,99.71,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Sunday,NaN,USE,0,1,1,1,220,55.63,357,380.46704,19.649927,31.541073,1422,433505,42.42,181.53,2715,164.28,160.32,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Friday,NaN,USE,0,0,1,0,266,52.54,428,458.6972,31.97852,24.159988,1555,549452,80.25,172.09,3008,259.02,118.02,2,3,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Wednesday,NaN,USE,1,0,5,1,298,52.99,289,326.8642,19.362494,27.56718,1362,449373,36.35,214.08,2839,246.15,107.95,1,0,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,18.0,19.0,0,Wednesday,NaN,USE,0,1,0,2,310,42.45,259,297.61197,32.274826,17.845634,1372,446768,28.29,223.9,2759,268.16,88.72,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,19.0,19.0,0,Wednesday,NaN,USE,1,1,2,0,240,56.06,305,309.17062,15.084336,31.95444,1411,460510,31.79,196.49,2599,226.03,124.43,2,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Wednesday,NaN,USE,2,0,4,0,360,57.25,313,356.98715,18.385843,43.81384,1431,370044,43.2,160.56,3033,162.46,117.89,2,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Friday,NaN,USE,2,1,3,0,370,47.93,375,406.0663,35.27448,25.657808,1499,523195,62.05,200.03,3048,214.58,172.39,2,1,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,18.0,18.0,1,Saturday,NaN,USE,2,1,3,1,428,58.14,341,367.87048,25.133192,27.171455,1443,339477,31.73,142.11,2787,152.25,103.01,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Monday,NaN,USE,2,2,5,1,520,56.91,299,328.61282,18.156681,32.237,1406,496793,39.99,236.65,2959,242.4,142.92,3,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Friday,NaN,USE,0,0,0,0,96,54.31,299,334.07367,28.454725,32.78473,1412,452494,44.95,199.97,3050,227.42,108.39,2,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Monday,NaN,USE,2,2,3,1,483,45.63,420,469.46667,37.890522,18.53271,1505,508310,70.13,176.88,3049,250.26,111.2,2,0,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,20.0,20.0,0,Saturday,NaN,USE,2,1,3,1,452,51.34,302,316.655,25.297243,21.05574,1370,458532,38.82,216.83,2666,245.8,114.77,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Saturday,NaN,USE,2,1,3,1,452,50.7,302,303.90686,25.680801,20.128887,1374,455050,38.31,215.64,2668,243.02,114.75,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,17.0,19.0,0,Wednesday,NaN,USW,0,2,2,0,295,53.88,298,291.7438,18.976408,25.247961,1375,442000,30.79,188.65,2714,226.66,103.32,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Thursday,NaN,USE,0,1,0,0,78,65.24,282,319.7306,12.462351,37.52824,1302,124891,10.31,74.43,3212,90.52,21.59,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Wednesday,NaN,USE,1,2,2,0,414,44.24,322,323.60373,36.369316,17.55394,1337,424790,26.33,209.09,2763,269.23,64.94,0,2,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,19.0,19.0,0,Sunday,NaN,USE,0,2,4,0,288,51.91,295,305.54672,30.683352,17.53379,1369,427015,24.55,192.7,2826,194.21,126.41,1,0,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,19.0,19.0,0,Sunday,NaN,USE,0,1,0,0,390,53.12,283,300.065,25.336538,26.737213,1295,754136,42.56,399.08,2539,438.03,161.31,0,4,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Sunday,NaN,USE,1,1,5,0,339,47.16,298,328.19403,32.602406,18.760124,1471,478102,48.27,189.25,2811,244.11,105.94,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Sunday,NaN,USW,0,0,3,0,110,50.43,350,354.87646,31.854925,30.61972,1388,444744,45.9,196.54,2853,172.41,163.85,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,16.0,19.0,0,Sunday,NaN,USE,0,0,1,0,96,50.99,325,340.23502,25.5738,22.283495,1396,433822,42.6,193.05,2713,215.12,112.23,0,2,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Saturday,NaN,USE,1,1,2,0,304,46.2,320,348.21594,34.223637,20.023966,1421,449735,36.7,189.16,2820,230.63,101.5,1,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Thursday,NaN,USE,1,2,3,0,418,47.0,297,318.34122,37.341198,25.17664,1364,758445,41.6,350.37,2877,383.14,196.23,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Wednesday,NaN,USW,0,2,1,0,192,54.87,226,250.34021,27.131464,34.705452,1299,406363,10.37,227.99,2837,234.63,94.26,1,2,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Wednesday,NaN,USE,1,1,4,0,339,54.88,266,325.70862,21.229385,43.997738,1391,451208,29.25,207.97,2975,189.11,158.0,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Tuesday,NaN,USW,0,1,1,0,125,61.8,280,343.03336,14.351492,46.92607,1266,188289,8.76,110.36,2597,117.09,44.22,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Monday,NaN,USE,3,1,3,1,537,51.94,324,349.31213,22.492664,23.569824,1442,393302,34.27,158.2,2960,185.12,114.2,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Monday,NaN,USW,1,0,3,2,324,54.13,314,323.89117,20.912207,25.97968,1355,421974,31.73,201.54,2723,207.69,123.53,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,17.0,19.0,1,Monday,NaN,USE,3,0,5,0,557,51.48,339,311.4841,27.803242,23.57329,1492,489011,47.5,182.35,3005,211.4,145.27,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,17.0,19.0,1,Monday,NaN,USE,2,0,6,1,400,45.79,312,309.15384,39.53625,21.67457,1398,439560,30.75,180.53,2873,175.64,151.11,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,NaN,19.0,0,Saturday,NaN,USE,0,0,1,0,126,49.81,354,341.70978,34.867676,23.78702,1431,452223,40.49,174.98,2537,195.33,130.08,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Saturday,NaN,USE,1,5,3,0,684,45.72,337,328.67493,40.525173,17.806913,1332,703472,39.45,325.67,2606,394.37,151.97,1,3,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,18.0,19.0,0,Saturday,NaN,USE,0,1,1,0,180,50.01,340,328.39108,29.03463,27.871162,1445,490461,50.4,189.29,2538,236.99,116.66,0,4,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Saturday,NaN,USE,0,2,0,0,244,55.09,369,380.42767,26.416527,26.393185,1461,477276,41.39,184.38,2621,242.71,107.39,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,18.0,18.0,19.0,1,Monday,NaN,USE,2,0,4,0,384,50.98,436,477.23862,37.84824,21.303595,1594,498966,70.26,133.97,2967,203.46,122.14,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Friday,NaN,USE,0,0,2,0,48,48.58,360,404.61746,32.236298,26.65075,1559,284905,39.36,88.34,2789,132.83,65.02,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Friday,NaN,USE,0,0,0,0,110,64.22,161,206.80635,12.002209,50.638153,1333,404641,12.81,220.53,2689,238.39,94.57,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Thursday,NaN,USE,0,1,1,0,102,61.45,275,391.5452,15.557665,45.087803,1578,308574,39.08,111.11,3199,151.76,74.27,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Thursday,NaN,USE,1,1,2,0,354,60.63,283,290.84576,21.82626,27.232063,1471,483431,56.31,189.94,2915,241.28,106.27,0,0,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Friday,NaN,USE,1,3,1,1,441,49.54,266,316.79153,24.67864,18.49504,1330,432817,27.97,228.99,2748,248.06,104.95,0,3,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Wednesday,NaN,USE,2,0,2,0,370,50.86,345,359.3958,24.83237,23.270731,1475,484689,44.06,193.77,2744,252.04,107.62,1,3,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Tuesday,NaN,USE,1,0,3,2,493,55.18,309,314.67282,17.75486,30.613358,1332,644752,39.33,317.51,2694,324.28,186.03,0,3,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,19.0,19.0,0,Tuesday,NaN,USE,1,0,3,0,224,51.37,255,273.71863,18.972212,20.846958,1317,491001,27.5,265.21,3029,252.56,146.95,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Tuesday,NaN,USE,1,1,1,2,499,45.52,315,311.13266,37.024826,17.839127,1385,666633,57.14,306.97,2992,364.27,156.97,0,1,110,110,-3,280,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Sunday,NaN,USE,1,1,5,0,353,45.7,385,403.46002,36.500523,17.97071,1562,484190,61.3,147.03,2792,211.57,110.87,2,1,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,17.0,19.0,0,Sunday,NaN,USE,0,1,5,0,190,60.96,201,241.58453,11.578515,43.25843,1325,411147,11.02,206.65,2934,217.21,108.15,0,3,110,110,-3,280,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Friday,NaN,USE,1,0,1,1,230,61.67,417,509.37552,23.475584,40.73204,1595,181196,29.36,55.91,3232,83.4,41.64,0,0,110,110,-3,280,0.45,10.0,1.7,0
