team_size,rank_tier,min_rank,max_rank,is_win,day_of_week,date,server_region,player_goals,player_saves,player_shots,player_assists,player_score,player_boost_avg,player_boost_bpm,player_boost_bcpm,player_boost_percent_0_25,player_boost_percent_75_100,player_movement_avg_speed,player_movement_total_distance,player_movement_time_supersonic,player_movement_time_slow,player_positioning_avg_distance_to_ball,player_positioning_time_defensive,player_positioning_time_offensive,player_demos_inflicted,player_demos_taken,camera_fov,camera_height,camera_pitch,camera_distance,camera_stiffness,camera_swivel_speed,camera_transition_speed,games_already_played
3,19.0,18.0,19.0,0,Thursday,NaN,USW,1,2,2,0,388,49.19,324,335.5402,39.052433,29.333553,1397,477613,47.27,219.61,2799,295.7,82.46,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Thursday,NaN,USE,0,0,0,0,6,52.42,335,398.31445,33.805973,23.4057,1570,221781,32.87,80.46,3257,124.19,31.06,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,17.0,19.0,1,Thursday,NaN,USE,0,0,3,3,331,51.13,422,461.40646,38.253613,29.150433,1534,474981,65.93,162.07,2859,188.23,140.67,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,0,Sunday,NaN,USW,0,0,2,0,94,49.34,359,370.4927,31.680544,30.475836,1472,305439,26.61,113.78,2871,156.49,64.2,1,2,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,17.0,19.0,0,Sunday,NaN,USE,1,1,2,0,228,57.72,314,407.7839,32.654854,32.752743,1464,390203,41.84,165.64,2959,219.37,82.14,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Sunday,NaN,USE,0,0,2,0,62,59.89,295,328.71957,13.667631,28.824942,1451,343789,30.44,135.13,3063,150.89,96.86,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Saturday,NaN,USW,1,0,1,0,114,35.54,352,217.2498,57.818455,3.89016,1715,36264,4.76,12.0,2672,22.35,6.31,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Sunday,NaN,USE,1,0,3,0,248,52.44,417,457.35867,27.962715,22.055777,1502,401679,50.03,143.14,2855,207.19,78.55,0,5,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,20.0,20.0,0,Friday,NaN,USW,0,2,0,2,324,45.22,273,305.87488,39.465816,23.97955,1455,494476,36.73,205.19,2830,239.64,129.93,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Wednesday,NaN,USE,1,4,6,2,672,40.16,334,359.80667,45.94634,14.823652,1467,478886,49.53,178.95,2420,236.04,113.23,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,0,Tuesday,NaN,USE,0,2,2,1,299,47.68,323,310.5992,27.271027,27.003021,1403,435819,36.28,189.36,2715,219.63,107.3,1,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,19.0,1,Tuesday,NaN,USW,0,0,4,3,319,50.83,338,344.29236,27.045134,19.743183,1322,422276,44.24,225.59,2775,220.55,121.4,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Tuesday,NaN,USW,0,1,3,2,318,46.11,434,461.7952,37.219013,15.663788,1532,512713,62.48,171.73,2648,220.67,129.61,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Sunday,NaN,USE,5,3,4,1,866,56.93,308,330.48416,22.951563,36.470818,1456,481236,45.26,196.75,2918,245.9,119.61,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,15.0,19.0,1,Sunday,NaN,USE,5,3,4,1,866,57.21,308,330.51288,22.95593,37.783764,1459,481148,45.15,196.74,2919,245.99,119.45,0,1,110,90,-3,250,0.45,10.0,1.7,0
2,17.0,17.0,19.0,0,Saturday,NaN,USE,0,2,5,2,397,43.24,337,392.9886,34.65738,20.337961,1466,503217,46.3,195.89,2426,234.94,138.4,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Friday,NaN,USE,1,2,3,1,449,47.24,443,465.19553,35.548206,17.910797,1498,544980,60.51,206.36,2871,299.55,93.85,2,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Friday,NaN,USE,2,5,2,0,633,52.93,318,372.3931,29.509958,24.071934,1462,513862,59.0,218.72,2903,305.78,83.51,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Friday,NaN,USE,0,1,0,0,200,54.74,293,283.26266,19.334492,28.430672,1370,396001,31.4,181.72,2788,220.37,77.73,2,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,0,Monday,NaN,USW,0,1,1,1,208,37.83,347,366.3573,44.194443,8.9666,1458,410571,43.12,173.24,2478,223.41,80.34,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,0,Monday,NaN,USW,0,2,2,1,308,42.31,336,341.91238,38.875027,18.150373,1397,468887,38.87,212.8,2824,238.5,120.22,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,0,Monday,NaN,USW,0,0,2,0,98,53.19,312,306.6012,27.931585,31.014824,1424,308910,24.57,129.91,2780,135.93,92.84,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,20.0,19.0,20.0,0,Monday,NaN,USW,0,3,0,0,367,50.63,344,343.3879,31.433641,25.461775,1424,435348,33.94,172.92,3002,197.34,115.68,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Monday,NaN,USW,1,0,3,1,264,43.8,305,304.08643,29.82232,15.661898,1422,477339,41.01,215.01,2781,256.87,101.97,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,1,Monday,NaN,USW,2,0,4,2,460,56.21,351,387.64453,23.257748,25.495087,1480,354844,42.97,146.99,3055,165.0,108.65,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,1,Saturday,NaN,USW,1,0,4,1,350,52.94,358,379.44238,28.136305,24.398996,1492,482393,59.64,178.1,2886,210.02,138.71,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,1,Saturday,NaN,USE,1,1,3,1,318,46.97,333,353.38144,33.13232,22.205149,1517,500300,59.87,170.04,3117,220.27,131.0,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,0,Saturday,NaN,USE,0,3,1,1,308,49.33,411,436.85193,36.55469,21.848974,1597,550509,70.75,157.07,2820,272.98,94.53,2,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Saturday,NaN,USE,0,3,1,1,308,49.63,410,438.77814,36.68629,21.9372,1591,547006,70.33,155.3,2805,270.69,94.52,2,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,0,Saturday,NaN,USE,0,2,0,1,254,50.95,407,413.67197,32.70527,20.546385,1520,488379,64.49,162.71,2900,221.18,115.05,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Saturday,NaN,USE,0,0,1,0,84,49.01,387,420.56268,35.690792,16.863588,1607,460035,72.73,135.61,3162,178.71,122.97,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,15.0,19.0,1,Saturday,NaN,USE,3,0,4,0,493,55.49,386,427.6357,34.941887,30.72738,1639,435671,60.17,115.21,3344,156.94,128.05,2,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,1,Saturday,NaN,USE,2,0,4,2,422,54.16,375,425.15778,32.410248,25.496983,1528,290874,32.67,103.28,2711,118.88,86.16,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Saturday,NaN,USE,0,4,0,0,425,45.39,245,251.15843,48.779263,19.829504,1338,419348,19.77,203.51,2511,251.37,70.77,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,17.0,19.0,1,Friday,NaN,USE,0,2,4,0,252,53.59,325,333.9352,27.397013,26.693075,1410,608205,63.82,257.15,2707,319.96,129.28,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Friday,NaN,USE,0,2,4,0,252,53.59,325,333.65305,27.276417,26.640665,1410,608212,63.65,257.23,2704,320.07,129.48,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Friday,NaN,USE,0,1,1,1,168,55.57,310,300.91217,21.45913,24.325272,1424,370894,34.43,159.27,2838,198.59,76.67,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Thursday,NaN,USE,0,1,2,0,202,52.37,294,311.0579,26.77685,21.250465,1400,469402,38.87,209.02,2961,218.11,135.78,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,0,Thursday,NaN,USE,0,1,2,0,202,52.49,294,311.62915,26.747755,21.3087,1396,469287,38.71,209.48,2961,218.1,135.93,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,1,Tuesday,NaN,USE,0,1,1,1,371,54.08,412,430.9099,27.449915,26.988552,1523,609069,66.95,198.98,2715,250.27,165.45,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,0,Tuesday,NaN,USE,1,3,2,2,471,47.87,361,368.77634,34.89136,21.972797,1551,514484,56.29,179.79,2690,230.86,131.61,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Tuesday,NaN,USE,1,2,3,0,264,57.12,348,377.31537,18.738033,32.528835,1497,318369,29.27,113.13,2638,145.7,81.53,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Tuesday,NaN,USE,1,2,3,0,264,57.12,348,377.36713,18.729961,32.57036,1496,318372,29.4,113.1,2631,145.5,81.82,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Tuesday,NaN,USE,0,2,0,0,224,48.48,362,372.20544,34.80532,20.926565,1500,434203,46.14,160.49,2979,238.5,68.11,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Tuesday,NaN,USE,0,2,0,0,224,48.24,364,374.67285,34.779465,20.930079,1499,434198,45.7,161.09,2980,238.58,68.28,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Tuesday,NaN,USE,0,2,0,0,224,48.48,362,372.21793,34.807175,20.961174,1499,434056,45.68,160.74,2982,238.43,68.21,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Tuesday,NaN,USE,2,0,4,1,382,46.64,294,314.54123,27.147224,19.933521,1442,498603,47.17,207.0,2829,222.01,155.11,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,18.0,0,Tuesday,NaN,USE,0,1,1,1,212,56.51,338,357.78494,20.43475,31.269709,1439,372943,33.54,158.97,2784,197.58,78.38,1,2,110,90,-3,250,0.45,10.0,1.7,0
2,17.0,17.0,18.0,0,Tuesday,NaN,USE,0,0,0,0,148,48.18,402,435.5207,34.884975,25.231468,1479,497622,59.53,174.74,2250,166.87,186.47,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,20.0,1,Monday,NaN,USE,0,0,1,0,128,47.54,376,404.1556,33.576374,19.489002,1454,462094,42.08,163.07,2813,215.85,117.15,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,20.0,1,Monday,NaN,USE,0,0,1,1,150,51.87,339,397.05112,27.639389,24.09748,1550,513542,51.54,170.6,3173,217.47,143.26,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,20.0,20.0,1,Monday,NaN,USE,0,0,1,1,150,52.11,338,395.9098,27.620672,24.080069,1547,513591,51.28,170.19,3164,217.23,143.5,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,20.0,20.0,0,Monday,NaN,USE,1,1,2,1,359,50.54,307,340.0773,27.175076,28.835396,1429,461195,46.03,194.33,2653,251.82,99.78,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,20.0,0,Monday,NaN,USE,1,1,2,1,359,50.54,307,340.22116,27.195618,28.784857,1431,461325,46.03,194.53,2666,251.8,99.91,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Monday,NaN,USE,1,1,3,1,356,56.3,388,430.65546,28.151487,28.208181,1490,498849,60.83,181.36,3136,213.52,147.3,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Sunday,NaN,USE,2,3,4,0,556,44.1,327,297.78424,33.41549,20.102873,1378,384347,23.56,179.9,2691,157.68,137.23,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Sunday,NaN,USE,2,0,3,0,355,55.07,363,358.047,28.502838,29.713472,1489,565046,59.46,202.08,2732,217.88,177.3,2,3,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,16.0,19.0,1,Sunday,NaN,USE,1,0,2,0,252,46.58,285,312.29007,35.192013,25.025991,1421,433079,28.04,173.65,2510,205.39,116.0,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Sunday,NaN,USE,2,1,3,1,506,58.11,387,430.96695,23.641651,30.326202,1611,602734,71.26,178.72,2940,250.92,161.21,2,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Sunday,NaN,USW,1,1,6,1,326,51.66,342,391.5489,25.8468,28.400139,1404,462879,41.5,199.21,3109,210.8,142.79,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,20.0,0,Friday,NaN,USE,0,2,1,1,248,53.59,300,371.96063,26.152025,27.882116,1489,426132,51.71,171.74,3066,234.45,78.71,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Friday,NaN,USE,1,1,4,0,310,50.25,360,331.9268,34.548843,23.47667,1470,463925,38.94,162.28,2595,205.27,125.8,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Friday,NaN,USE,1,0,3,1,218,51.47,356,421.26282,25.353779,23.115318,1538,278837,36.08,98.92,3019,93.54,106.44,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Wednesday,NaN,USE,2,0,4,2,464,50.94,372,368.22916,26.820251,24.448238,1562,525598,77.39,175.75,2768,190.05,170.41,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Wednesday,NaN,USE,0,1,0,0,230,46.64,317,311.3762,38.378666,25.752508,1413,476254,39.95,193.09,2633,254.42,92.46,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Wednesday,NaN,USE,2,1,6,1,446,45.84,365,380.54968,41.6145,19.652927,1602,491350,76.81,149.86,2896,161.9,169.72,2,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Wednesday,NaN,USE,1,1,2,1,320,48.1,369,392.87604,35.93731,22.00497,1490,482042,65.65,184.1,2648,206.2,139.72,1,3,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,19.0,19.0,1,Wednesday,NaN,USE,0,0,4,0,120,54.94,378,387.4491,28.477306,23.194172,1541,491650,46.77,151.9,2861,188.87,146.9,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,1,Wednesday,NaN,USE,1,0,4,2,368,59.22,418,466.28653,24.947046,31.545202,1611,536114,80.88,150.31,3052,208.23,152.4,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Wednesday,NaN,USE,2,1,5,1,460,49.61,359,392.30634,30.200176,27.754496,1504,505420,64.67,201.2,2772,222.19,144.69,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,18.0,1,Wednesday,NaN,USE,1,2,1,0,350,49.19,383,378.726,34.66557,21.278818,1461,449767,54.16,170.95,2783,209.58,107.42,3,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,19.0,0,Wednesday,NaN,USE,1,4,3,0,472,54.3,299,353.17874,26.240433,32.31277,1416,450849,45.61,189.92,2825,253.82,84.74,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Wednesday,NaN,USE,0,0,0,0,54,57.24,319,341.1173,16.153912,38.198154,1396,153034,15.21,69.18,2182,101.44,18.78,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,17.0,19.0,1,Tuesday,NaN,USW,4,0,5,1,625,57.66,254,286.33704,20.969814,37.14119,1382,349178,28.13,169.86,3171,152.3,135.51,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Saturday,NaN,USE,1,0,3,0,248,64.53,329,386.4001,17.379183,50.494663,1473,475806,51.78,180.16,2879,180.07,162.25,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Saturday,NaN,USW,2,0,3,0,364,52.2,242,245.11145,18.508816,20.893368,1394,402286,28.2,188.99,2604,167.43,136.73,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Saturday,NaN,USE,0,1,0,0,160,55.59,269,292.61328,15.954558,29.808681,1414,440662,30.43,194.85,2696,200.38,123.66,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Saturday,NaN,USW,1,2,2,1,445,53.29,261,305.54996,19.540966,22.122686,1366,465691,41.42,222.69,2453,268.7,102.13,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Friday,NaN,USE,1,0,1,1,272,55.87,267,290.91074,15.481465,27.269138,1389,300211,13.85,134.26,2832,162.99,66.42,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,19.0,0,Wednesday,NaN,USE,0,0,0,0,32,52.45,325,396.7605,29.7483,24.15071,1557,190390,23.4,68.6,2543,86.07,49.93,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Wednesday,NaN,USE,0,0,0,0,32,52.45,325,396.54224,29.790028,24.21646,1563,190387,23.08,68.56,2533,86.14,49.8,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,17.0,19.0,1,Wednesday,NaN,USE,0,2,4,0,224,54.58,326,349.0838,29.91339,26.00585,1423,472184,37.98,205.29,2932,216.87,137.48,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,1,Tuesday,NaN,USE,3,0,4,0,461,46.89,275,277.32547,29.491201,19.456453,1386,469028,33.43,216.13,2748,234.48,126.56,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,16.0,18.0,1,Wednesday,NaN,USE,0,0,3,1,134,54.56,322,332.38712,19.240421,31.801273,1402,448499,40.7,195.76,3159,216.87,126.22,0,3,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,0,Wednesday,NaN,USE,2,0,5,0,356,55.05,333,350.0779,23.05793,34.22076,1397,468854,32.62,210.68,2764,200.96,156.93,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,17.0,19.0,0,Tuesday,NaN,USE,0,1,2,2,354,55.86,266,298.9216,19.997086,33.794407,1434,467481,44.94,199.05,2739,230.72,120.14,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,19.0,1,Tuesday,NaN,USE,1,1,4,0,380,54.64,298,286.24847,22.970694,31.139782,1366,416383,23.34,202.3,2687,174.6,144.33,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Tuesday,NaN,USE,0,0,1,0,64,48.03,284,257.6333,21.593325,26.61069,1403,272740,25.99,116.74,2660,98.75,103.62,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Tuesday,NaN,USE,0,0,1,0,64,48.03,284,257.75076,21.556732,26.607552,1401,272778,26.07,116.97,2632,98.83,103.52,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Friday,NaN,USE,1,1,2,0,298,48.87,303,338.16266,23.746073,20.691023,1478,435597,44.72,163.09,2932,173.69,142.57,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Friday,NaN,USE,0,0,3,2,236,52.54,304,336.31644,21.042635,19.569855,1408,461644,42.79,214.94,2685,214.24,138.52,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Wednesday,NaN,USE,1,1,1,0,355,44.53,344,333.75357,36.496292,18.69744,1444,368564,27.75,142.81,2298,210.19,60.15,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,19.0,19.0,0,Wednesday,NaN,USE,0,2,1,0,221,55.15,281,299.86548,13.422365,28.315443,1317,314334,23.35,152.7,2693,178.85,69.25,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,16.0,19.0,0,Wednesday,NaN,USE,0,0,1,0,158,55.97,312,353.6146,26.394468,32.495274,1469,478633,42.93,185.32,2527,213.13,131.82,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,17.0,19.0,0,Wednesday,NaN,USE,0,0,1,0,158,56.12,314,355.18546,26.343624,32.276554,1473,478598,43.04,185.61,2532,213.01,131.92,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,17.0,19.0,1,Wednesday,NaN,USE,2,0,2,1,358,53.07,325,358.86102,34.985474,26.469603,1468,502560,38.65,196.94,3150,230.86,145.24,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,17.0,19.0,1,Wednesday,NaN,USE,2,0,2,1,358,53.07,325,358.88138,34.967457,26.470015,1467,502535,38.56,196.9,3130,230.76,145.2,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,17.0,19.0,1,Wednesday,NaN,USE,1,3,3,0,478,43.6,353,373.5714,41.89977,16.909578,1449,497955,38.68,203.98,2605,234.06,141.43,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,17.0,19.0,1,Wednesday,NaN,USE,1,3,3,0,478,43.95,348,368.28644,40.359184,18.50555,1450,497841,38.79,204.44,2591,233.99,141.47,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Wednesday,NaN,USE,2,1,2,0,485,54.83,333,338.22015,31.557528,33.423775,1509,401676,37.89,142.29,2580,193.89,99.07,1,3,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Wednesday,NaN,USE,1,2,3,0,368,46.08,318,297.25903,39.007008,22.369205,1327,455609,26.85,235.81,2936,263.42,110.81,0,3,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Wednesday,NaN,USE,1,2,3,0,368,46.08,318,299.37073,38.975643,22.363865,1322,450568,25.63,235.82,2947,261.83,110.12,0,3,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,1,Wednesday,NaN,USE,2,0,6,0,338,54.06,269,277.9238,23.037813,35.274574,1430,469640,31.36,184.43,2627,206.19,149.45,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,1,Tuesday,NaN,USE,1,0,2,2,343,50.09,323,361.58325,33.549328,21.203083,1462,492911,41.57,189.7,2721,203.79,155.54,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,19.0,18.0,19.0,0,Tuesday,NaN,USE,1,2,1,0,340,44.27,324,351.13956,44.931976,18.56751,1560,555594,50.49,165.05,2769,263.29,110.9,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,19.0,0,Tuesday,NaN,USE,3,2,5,1,669,49.48,369,428.23715,32.550797,27.44332,1561,544433,53.46,179.83,2981,222.27,165.18,4,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,0,Tuesday,NaN,USE,1,1,2,0,410,50.56,347,370.0073,27.06566,25.466091,1436,634305,68.62,267.86,2761,323.58,146.35,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,1,Tuesday,NaN,USE,2,0,4,1,398,51.0,383,379.7259,21.441023,21.509382,1498,424516,44.03,143.77,3030,192.02,110.08,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,19.0,1,Tuesday,NaN,USE,1,3,2,0,433,55.3,301,318.95602,24.57597,29.224255,1359,553172,42.03,259.24,2626,284.35,147.27,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,0,Sunday,NaN,USE,0,0,1,1,192,51.67,318,335.18887,31.354494,25.737984,1491,437410,42.45,168.33,2863,239.6,76.66,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,0,Sunday,NaN,USE,0,1,3,1,341,50.77,364,394.2536,25.948618,27.16152,1444,682745,67.02,257.31,2731,279.76,209.29,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,1,Saturday,NaN,USE,0,1,2,1,210,45.7,294,311.85437,30.41746,21.080893,1401,465550,35.63,207.75,2953,233.69,121.7,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,17.0,18.0,1,Saturday,NaN,USE,1,2,5,1,460,54.09,330,381.35822,22.79153,31.316715,1446,474798,44.53,191.91,2958,240.24,110.5,1,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,1,Thursday,NaN,USE,2,3,3,0,594,52.07,402,427.0746,28.113947,26.256578,1547,524377,68.14,177.67,2934,248.59,118.29,3,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,17.0,18.0,0,Thursday,NaN,USW,0,1,1,1,225,52.14,441,437.5095,36.96095,23.749224,1556,506934,62.44,156.65,2712,194.52,146.65,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,18.0,18.0,0,Wednesday,NaN,USE,1,1,2,0,260,44.38,396,388.86862,48.279804,17.699198,1546,496225,51.07,157.37,2533,219.33,116.25,1,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,15.0,18.0,1,Wednesday,NaN,USE,0,0,2,2,366,48.1,398,437.75784,40.231747,19.61319,1595,542536,72.96,160.32,2528,232.1,135.11,3,0,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,18.0,18.0,1,Wednesday,NaN,USW,2,0,2,1,326,50.42,318,308.10416,31.028122,26.80959,1592,126284,15.58,45.21,2523,44.61,46.27,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,16.0,18.0,1,Wednesday,NaN,USE,2,0,6,1,448,50.42,367,397.19638,30.179985,23.697256,1492,528430,41.56,183.31,2796,214.85,162.03,2,1,110,90,-3,250,0.45,10.0,1.7,0
3,18.0,17.0,18.0,1,Sunday,NaN,USE,0,0,1,2,132,41.8,298,294.1015,31.327587,12.062921,1388,137476,11.05,66.92,3014,81.68,33.36,0,2,110,90,-3,250,0.45,10.0,1.7,0
3,NaN,17.0,18.0,1,Sunday,NaN,USE,1,1,4,0,310,60.3,340,348.6549,25.06522,35.298824,1490,489987,50.52,183.12,2699,184.05,164.41,0,1,110,90,-3,250,0.45,10.0,1.7,0
3,17.0,17.0,18.0,0,Sunday,NaN,USE,0,0,2,1,164,58.75,247,274.8429,15.830487,39.169754,1348,264463,18.31,140.1,2504,146.9,68.48,0,0,110,90,-3,250,0.45,10.0,1.7,0
3,17.0,16.0,17.0,1,Saturday,NaN,USE,2,2,2,1,486,42.49,366,366.2758,35.048496,12.17613,1512,315515,34.7,107.41,2614,110.6,109.54,0,0,110,90,-3,250,0.45,10.0,1.7,0
